Image File	Classification	grayMin	grayMax	grayMedian	grayMean	gnMin	gnMax	gnMedian	gnMean	blueMin	blueMax	blueMedian	blueMean	greenMin	greenMax	greenMedian	greenMean	redMin	redMax	redMedian	redMean	FFT	nFFT	NumKeyPoints	MedianKPSize	MeanKPSize	KPsOver0	KPsOver10	KPsOver20	KPsOver30	KPsOver40	KPsOver50	KPsOver60	KPsOver70	KPsOver80	KPsOver90	KPsOver100	KPsOver110	KPsOver120	KPsOver130	KPsOver140	Lapl1	Lapl3	Lapl5	Lapl7	Lapl9	Lapl11	Lapl13	Lapl15	Lapl17	Lapl19	Lapl21	Lapl23	Lapl25	Lapl27	Lapl29	Can1.0	Can1.10	Can1.20	Can1.30	Can1.40	Can1.50	Can1.60	Can1.70	Can1.80	Can1.90	Can1.100	Can1.110	Can1.120	Can1.130	Can1.140	Can1.150	Can1.160	Can1.170	Can1.180	Can1.190	Can1.200	Can1.210	Can1.220	Can1.230	Can1.240	Contours0	ClosedCont0	OpenCont0	ContArea0	LargestCont0	Perimeter0	MaxLL0	MeanLL0	MedianLL0	ModeLL0	Contours50	ClosedCont50	OpenCont50	ContArea50	LargestCont50	Perimeter50	MaxLL50	MeanLL50	MedianLL50	ModeLL50	Contours100	ClosedCont100	OpenCont100	ContArea100	LargestCont100	Perimeter100	MaxLL100	MeanLL100	MedianLL100	ModeLL100	Contours150	ClosedCont150	OpenCont150	ContArea150	LargestCont150	Perimeter150	MaxLL150	MeanLL150	MedianLL150	ModeLL150	Contours200	ClosedCont200	OpenCont200	ContArea200	LargestCont200	Perimeter200	MaxLL200	MeanLL200	MedianLL200	ModeLL200	
f000/wlh1_000048.jpg	Carbonate sand	70	221	144.0	144.360826201	0	255	131.0	130.354977597	86	255	169.0	168.618125287	81	253	169.0	169.149583525	39	255	86.0	86.5445147346	201832804.3	207918997.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124999	454943	675926	693809	693869	692304	691045	690203	362143	30260	2062	129	6	1	0	88070625	87593520	86634975	85394400	83992155	82334655	80489475	78563970	76486995	74299350	72271335	69511725	67110390	64874040	62517585	59905365	56862960	54228810	51890970	49316235	46415610	43633560	40974165	38322930	36118965	26542	2059	24483	144452.0	726.5	573243.72524	18.3847763109	7.15081982378	7.07106781187	7	18441	1624	16817	141395.0	726.5	549656.584283	18.3847763109	7.15081982378	7.07106781187	7	10879	990	9889	132532.5	726.5	495453.33675	18.3847763109	7.15081982378	7.07106781187	7	6563	565	5998	116088.0	726.5	417086.206637	18.3847763109	7.15081982378	7.07106781187	7	4076	339	3737	94991.5	726.5	325265.056425	18.3847763109	7.15081982378	7.07106781187	7	
f000/wlh1_000051.jpg	Carbonate sand	80	216	141.0	140.982372329	0	255	132.0	130.705098949	96	246	163.0	163.954698989	94	245	165.0	164.997516228	45	255	85.0	85.1046616498	197022587.13	208063804.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171096	475081	667152	683577	683754	682794	681816	680940	310121	26374	1854	131	9	0	0	84955545	84252765	83477565	82485615	81186135	79733655	78113130	76548705	74879220	73179900	71327580	69570375	67758600	65999865	64045545	62549715	60708870	58868280	57168960	54772725	52757715	50685330	49050270	47502165	45987465	25291	1876	23415	126984.5	728.0	555740.330393	19.7989898732	7.1230048608	7.07106781187	7	18358	1557	16801	123972.0	728.0	533209.09014	19.7989898732	7.1230048608	7.07106781187	7	11570	1000	10570	116063.0	728.0	488411.62568	19.7989898732	7.1230048608	7.07106781187	7	7342	606	6736	107225.0	728.0	435856.035337	19.7989898732	7.1230048608	7.07106781187	7	4791	384	4407	92482.5	728.0	371422.840316	19.7989898732	7.1230048608	7.07106781187	7	
f000/wlh1_000023.jpg	Carbonate sand	53	216	133.0	131.797314453	0	255	132.0	130.664252068	60	226	152.0	150.715571864	62	227	156.0	154.686839384	31	255	80.0	79.6626831055	184589019.602	208319021.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143681	448648	673758	697120	697087	695610	694256	693029	358888	37251	2500	166	11	0	0	86390685	85061880	83209560	81702255	80191125	78551730	76871535	75298440	73442805	71688405	69758565	67718310	65567385	63848430	61790325	59911740	57811305	55864890	54125535	52149030	50426250	48797310	46841460	44928450	42615090	26878	2118	24760	153285.0	547.0	558513.349079	20.8086520467	7.13273288134	7.07106781187	7	18202	1697	16505	148584.0	547.0	520673.825532	20.8086520467	7.13273288134	7.07106781187	7	11262	1104	10158	140151.0	547.0	473863.070214	20.8086520467	7.13273288134	7.07106781187	7	7030	708	6322	126922.5	547.0	413456.901663	20.8086520467	7.13273288134	7.07106781187	7	4647	456	4191	112925.0	547.0	351026.860651	20.8086520467	7.13273288134	7.07106781187	7	
f000/wlh1_000053.jpg	Carbonate sand	63	227	139.0	138.716702091	0	255	133.0	130.746783806	79	247	161.0	161.480619543	71	241	162.0	162.702264763	36	255	83.0	82.9765883502	194001142.205	208105417.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183526	485038	678970	695635	695654	694552	693865	692966	296631	26683	1966	161	7	1	0	83173095	82496325	81241725	79634205	77990730	76339350	74678790	73123800	71724615	70247400	68871930	67514565	66058515	64701660	63303750	62040225	60743040	59401740	58096395	56588580	55134825	53658375	52291065	50574915	49022220	25589	1929	23660	146257.5	702.5	540578.647272	21.2132034356	7.18674260951	7.07106781187	7	17967	1544	16423	141983.5	702.5	507699.79552	21.2132034356	7.18674260951	7.07106781187	7	11429	1027	10402	135659.5	702.5	469128.745058	21.2132034356	7.18674260951	7.07106781187	7	7497	653	6844	128765.0	702.5	430057.131987	21.2132034356	7.18674260951	7.07106781187	7	5255	449	4806	120037.5	702.5	386235.091854	21.2132034356	7.18674260951	7.07106781187	7	
f000/wlh1_000027.jpg	Carbonate sand	39	212	130.0	126.906578872	0	255	132.0	130.086216108	46	255	152.0	147.522259162	45	244	153.0	148.634237132	22	255	78.0	76.4147159352	178904501.897	207903687.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116171	416209	665592	700392	702573	702049	701579	701132	395657	55376	3925	303	19	0	0	85065450	82461645	79319025	77220885	75385650	73391040	71602470	69824865	67961835	65956260	64124595	62158290	60202185	58259595	56445780	54478710	52457325	50494845	48664200	46490580	44387340	42559245	40428210	38468535	36518550	28075	2145	25930	138368.5	905.0	546043.18232	21.2132034356	7.29327882304	7.07106781187	7	17225	1582	15643	129859.0	905.0	484398.052764	21.2132034356	7.29327882304	7.07106781187	7	10207	954	9253	121036.5	905.0	434809.049416	21.2132034356	7.29327882304	7.07106781187	7	6218	554	5664	109290.0	905.0	375395.104511	21.2132034356	7.29327882304	7.07106781187	7	3960	342	3618	94511.0	905.0	308427.667963	21.2132034356	7.29327882304	7.07106781187	7	
f000/wlh1_000056.jpg	Carbonate sand	58	231	142.0	142.14869313	0	255	131.0	130.005274874	71	255	163.0	163.432622214	67	255	166.0	166.125324563	34	255	86.0	86.9961957146	199133150.419	207276438.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164421	477820	678072	695064	695718	695377	695028	694866	309369	25336	1715	138	7	1	0	83064720	82506780	81647685	80487435	79197900	77736495	76151925	74295780	72508485	70762500	69044820	66964785	64853130	63054615	61091625	59370375	57557325	55798590	54078360	52567230	50997195	49210665	47744925	46064220	44327160	25035	1878	23157	160849.0	2119.0	537198.700049	21.2132034356	7.32506380077	7.07106781187	7	17934	1524	16410	157726.5	2119.0	514332.597757	21.2132034356	7.32506380077	7.07106781187	7	11145	956	10189	150063.0	2119.0	467703.664937	21.2132034356	7.32506380077	7.07106781187	7	6982	538	6444	138469.0	2119.0	408528.334369	21.2132034356	7.32506380077	7.07106781187	7	4771	366	4405	127314.0	2119.0	353963.655064	21.2132034356	7.32506380077	7.07106781187	7	
f000/wlh1_000059.jpg	Carbonate sand	72	224	140.0	140.655088896	0	255	132.0	130.595221306	88	255	165.0	165.532686121	82	249	163.0	164.270293112	41	255	84.0	84.8702457204	196721172.041	207795129.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187564	493005	675514	690567	690905	690128	689663	689109	291822	24017	1714	110	3	0	0	85530570	85060095	84246900	83158050	81966690	80600145	79304490	77552640	75912225	74126970	72183870	70242555	68545275	66834990	65010465	63483015	61965000	60350085	58743585	57007800	55488510	53915670	52371900	51077010	49471020	25384	1975	23409	175442.5	2069.0	555029.954566	18.3847763109	7.2766823134	7.07106781187	7	18892	1616	17276	172697.0	2069.0	533759.709266	18.3847763109	7.2766823134	7.07106781187	7	12082	1106	10976	164570.5	2069.0	488936.988767	18.3847763109	7.2766823134	7.07106781187	7	7778	719	7059	154349.0	2069.0	437098.586043	18.3847763109	7.2766823134	7.07106781187	7	5394	469	4925	143388.0	2069.0	385382.860383	18.3847763109	7.2766823134	7.07106781187	7	
f000/wlh1_000062.jpg	Carbonate sand	48	207	137.0	136.881918514	0	255	132.0	130.390930176	55	244	158.0	157.892058967	55	240	161.0	160.404464901	28	255	83.0	82.7081873277	191529906.015	207587854.492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207834	513105	683677	697784	698362	698386	698135	698074	264065	21043	1499	104	7	2	0	82519020	82060275	81274110	80371920	79365435	78256695	77122200	75823740	74396505	73265835	72103035	70869345	69646620	68372130	67073160	65755320	64342110	63002595	61228305	59866350	58373580	56719395	55452810	53993190	52612365	24366	1740	22626	148359.5	589.0	532924.14805	18.3847763109	7.19680721016	7.07106781187	7	18536	1480	17056	146118.5	589.0	515120.264681	18.3847763109	7.19680721016	7.07106781187	7	12556	1025	11531	140728.0	589.0	484807.396899	18.3847763109	7.19680721016	7.07106781187	7	8474	654	7820	134951.0	589.0	449407.084807	18.3847763109	7.19680721016	7.07106781187	7	5900	413	5487	124891.0	589.0	402889.809727	18.3847763109	7.19680721016	7.07106781187	7	
f000/wlh1_000065.jpg	Carbonate sand	70	219	138.0	137.551438994	0	255	131.0	130.209620577	84	255	161.0	161.034853228	82	255	161.0	160.533608829	40	255	83.0	83.5255715763	192535681.753	207312018.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211923	517475	680596	693704	694691	694930	695018	695366	243911	17794	1128	80	3	1	0	78161325	77750520	77186460	76521165	75777075	74918745	73922715	72989925	71914335	70709970	69510705	68377485	67029555	65887665	64621845	63355515	62070570	60645120	59307390	57959970	56665845	55558635	54322395	52904850	51672435	22705	1547	21158	127683.5	845.0	507072.054701	21.2132034356	7.39187008353	7.07106781187	7	17552	1335	16217	126568.5	845.0	494976.103016	21.2132034356	7.39187008353	7.07106781187	7	11751	932	10819	122706.5	845.0	469619.806526	21.2132034356	7.39187008353	7.07106781187	7	7862	583	7279	117185.5	845.0	435216.483444	21.2132034356	7.39187008353	7.07106781187	7	5350	348	5002	109976.0	845.0	393746.693426	21.2132034356	7.39187008353	7.07106781187	7	
f000/wlh1_000068.jpg	Carbonate sand	62	223	138.0	138.393899357	0	255	131.0	129.989056756	76	255	161.0	161.333753878	73	253	162.0	161.773287425	35	255	84.0	83.7970257927	193844158.568	207235549.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177594	496513	683411	699130	699766	699819	699629	699587	277530	21032	1403	89	4	0	0	79408275	78836820	78163875	77395815	76534170	75538905	74449035	73231665	71990580	70765050	69362550	68053380	66600390	65233080	63754845	62217705	60853455	59193150	57678195	56190525	54593460	53190960	52042440	50566245	49118100	23547	1618	21929	132381.5	1256.5	512983.12306	23.3452350599	7.48417709935	7.07106781187	7	17867	1377	16490	130384.5	1256.5	497576.570976	23.3452350599	7.48417709935	7.07106781187	7	11767	883	10884	125650.5	1256.5	467585.807869	23.3452350599	7.48417709935	7.07106781187	7	7650	511	7139	118640.5	1256.5	426711.468635	23.3452350599	7.48417709935	7.07106781187	7	5184	300	4884	109301.0	1256.5	378333.724311	23.3452350599	7.48417709935	7.07106781187	7	
f000/wlh1_000071.jpg	Carbonate sand	69	219	146.0	146.201652976	0	255	131.0	130.332726333	83	255	171.0	171.365788718	79	255	170.0	170.533605239	39	255	88.0	88.9339800666	204465676.061	207533546.717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194972	500686	675672	690400	690998	690858	690316	690109	268375	21667	1406	90	8	1	0	81753000	81169050	80478255	79714020	78765930	77722980	76611435	75360660	74200920	72858855	71435190	70094910	68726580	67461015	66029700	64737870	63488370	61972395	60407970	58839465	57509130	55991625	54618705	53184585	51703290	23751	1754	21997	130623.5	671.0	533044.820768	21.6333076528	7.30417852926	7.07106781187	7	18067	1453	16614	128624.5	671.0	516412.605567	21.6333076528	7.30417852926	7.07106781187	7	11880	984	10896	124153.5	671.0	485565.940881	21.6333076528	7.30417852926	7.07106781187	7	7830	627	7203	117690.0	671.0	447667.326938	21.6333076528	7.30417852926	7.07106781187	7	5427	405	5022	109705.0	671.0	401682.41137	21.6333076528	7.30417852926	7.07106781187	7	
f000/wlh1_000074.jpg	Carbonate sand	73	228	144.0	143.535213695	0	255	133.0	131.331889074	87	243	167.0	167.181622673	85	240	168.0	168.202659697	41	255	86.0	86.1803409352	200426101.745	208533472.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244044	528341	677839	690164	690781	690163	689502	688922	240133	18526	1231	86	9	1	0	84255060	83690745	83162895	82526670	81753255	80792670	79862430	78802905	77727315	76594350	75457305	74320515	73157205	72081870	70974660	69806760	68742900	67503345	66235230	65027295	63884385	62628255	61572555	60398280	58945035	24438	1923	22515	158635.0	1108.5	549150.379758	19.7989898732	7.2301639347	7.07106781187	7	19455	1698	17757	156671.5	1108.5	535001.476512	19.7989898732	7.2301639347	7.07106781187	7	13462	1262	12200	152560.5	1108.5	510457.745596	19.7989898732	7.2301639347	7.07106781187	7	9201	868	8333	147866.5	1108.5	480376.063665	19.7989898732	7.2301639347	7.07106781187	7	6535	605	5930	141622.5	1108.5	444770.974876	19.7989898732	7.2301639347	7.07106781187	7	
f000/wlh1_000077.jpg	Carbonate sand	72	239	144.0	144.304719813	0	255	132.0	130.57904699	81	255	167.0	167.071810375	85	255	170.0	169.340974696	40	255	87.0	86.5435755113	201769886.038	207910616.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194080	501451	680780	695321	695545	694948	694250	693770	282130	23877	1716	164	13	0	0	84225990	83583390	82802580	81870555	80801850	79647210	78483645	77029635	75617700	74232030	72525315	71050650	69435225	67985550	66565710	65008170	63453180	62106780	60472995	58907550	57601950	56223165	54854325	53399805	52050345	25368	1801	23567	160388.5	1692.5	545455.008135	24.0416305603	7.192607626	7.07106781187	7	19179	1510	17669	157825.0	1692.5	525625.682869	24.0416305603	7.192607626	7.07106781187	7	12626	1026	11600	150850.5	1692.5	489705.706778	24.0416305603	7.192607626	7.07106781187	7	8201	642	7559	143083.5	1692.5	446798.33986	24.0416305603	7.192607626	7.07106781187	7	5691	449	5242	132895.0	1692.5	399896.104327	24.0416305603	7.192607626	7.07106781187	7	
